severity,graphicId,displayName,usage,maps,impact,category,suggested,confidence,hasPreview,classicAssetPath,sourceTexturePath,sourceExt,sourceExists,sourceLoadsAsTexture,cropValid,cropInsideTexture,fallbackCandidates,issues,classificationReason
"ERROR",1,"GRH 1 (sin textura)",33177,9,33402,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14290,"GRH 14290 (sin textura)",1150,5,1275,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14288,"GRH 14288 (sin textura)",1050,5,1175,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14289,"GRH 14289 (sin textura)",1040,5,1165,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14286,"GRH 14286 (sin textura)",985,5,1110,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14282,"GRH 14282 (sin textura)",950,5,1075,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14287,"GRH 14287 (sin textura)",920,5,1045,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14284,"GRH 14284 (sin textura)",905,5,1030,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14285,"GRH 14285 (sin textura)",900,5,1025,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14281,"GRH 14281 (sin textura)",895,5,1020,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14278,"GRH 14278 (sin textura)",890,5,1015,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"ERROR",14280,"GRH 14280 (sin textura)",875,5,1000,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|HIGH_IMPACT_NO_PREVIEW|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","No se pudo analizar el sprite."
"WARNING",6003,"GRH 6003 (tex_6000.png)",5729,13,6054,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6003.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.93, sat 0.70"
"WARNING",6015,"GRH 6015 (tex_6000.png)",5679,13,6004,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6015.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.70"
"WARNING",6007,"GRH 6007 (tex_6000.png)",5671,13,5996,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6007.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.70"
"WARNING",6014,"GRH 6014 (tex_6000.png)",5667,13,5992,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6014.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.90, sat 0.70"
"WARNING",6002,"GRH 6002 (tex_6000.png)",5663,13,5988,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6002.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.86, sat 0.70"
"WARNING",6006,"GRH 6006 (tex_6000.png)",5595,13,5920,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6006.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.91, sat 0.70"
"WARNING",6000,"GRH 6000 (tex_6000.png)",5586,13,5911,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6000.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.93, sat 0.70"
"WARNING",6011,"GRH 6011 (tex_6000.png)",5572,13,5897,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6011.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.85, sat 0.70"
"WARNING",6012,"GRH 6012 (tex_6000.png)",5547,13,5872,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6012.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.86, sat 0.69"
"WARNING",6008,"GRH 6008 (tex_6000.png)",5515,13,5840,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6008.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.88, sat 0.69"
"WARNING",6001,"GRH 6001 (tex_6000.png)",5498,13,5823,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6001.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.91, sat 0.70"
"WARNING",6004,"GRH 6004 (tex_6000.png)",5497,13,5822,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6004.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.93, sat 0.70"
"WARNING",6010,"GRH 6010 (tex_6000.png)",5445,13,5770,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6010.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.84, sat 0.69"
"WARNING",6005,"GRH 6005 (tex_6000.png)",5428,13,5753,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6005.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.82, sat 0.70"
"WARNING",6013,"GRH 6013 (tex_6000.png)",5414,13,5739,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6013.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.70"
"WARNING",6009,"GRH 6009 (tex_6000.png)",5287,13,5612,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6009.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.86, sat 0.70"
"WARNING",49556,"GRH 49556 (tex_5068_padded.asset)",982,8,1182,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_49556.asset","Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",".asset",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 1.00, sat 0.75"
"WARNING",49555,"GRH 49555 (tex_5068_padded.asset)",957,8,1157,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_49555.asset","Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",".asset",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 1.00, sat 0.75"
"WARNING",6333,"GRH 6333 (tex_6215.png)",816,13,1141,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6333.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.96, sat 0.72"
"WARNING",49553,"GRH 49553 (tex_5068_padded.asset)",935,8,1135,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_49553.asset","Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",".asset",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 1.00, sat 0.76"
"WARNING",49552,"GRH 49552 (tex_5068_padded.asset)",920,8,1120,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_49552.asset","Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",".asset",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 1.00, sat 0.75"
"WARNING",59613,"GRH 59613 (tex_5023.png)",642,15,1017,"Unclassified","Other",0.340,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_59613.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5023.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS|HIGH_IMPACT_UNCLASSIFIED","Sin patrón fuerte. verde 0.00, marrón 0.00, gris 1.00, azul 0.00"
"WARNING",6334,"GRH 6334 (tex_6215.png)",671,13,996,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6334.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.94, sat 0.72"
"WARNING",14277,"GRH 14277 (sin textura)",825,5,950,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",14276,"GRH 14276 (sin textura)",795,5,920,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",14283,"GRH 14283 (sin textura)",760,5,885,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",8683,"GRH 8683 (sin textura)",858,1,883,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",49554,"GRH 49554 (tex_5068_padded.asset)",680,8,880,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_49554.asset","Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",".asset",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 1.00, sat 0.75"
"WARNING",14279,"GRH 14279 (sin textura)",740,5,865,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",49551,"GRH 49551 (tex_5068_padded.asset)",643,8,843,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_49551.asset","Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",".asset",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 1.00, sat 0.75"
"WARNING",14275,"GRH 14275 (sin textura)",680,5,805,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",6332,"GRH 6332 (tex_6215.png)",392,12,692,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6332.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.91, sat 0.72"
"WARNING",6335,"GRH 6335 (tex_6215.png)",388,12,688,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6335.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.87, sat 0.72"
"WARNING",6325,"GRH 6325 (tex_6215.png)",376,12,676,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6325.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.83, sat 0.50"
"WARNING",6324,"GRH 6324 (tex_6215.png)",372,12,672,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6324.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.82, sat 0.51"
"WARNING",6326,"GRH 6326 (tex_6215.png)",360,12,660,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6326.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.89, sat 0.48"
"WARNING",6329,"GRH 6329 (tex_6215.png)",358,12,658,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6329.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.91, sat 0.48"
"WARNING",6323,"GRH 6323 (tex_6215.png)",354,12,654,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6323.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.94, sat 0.72"
"WARNING",6328,"GRH 6328 (tex_6215.png)",354,12,654,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6328.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.91, sat 0.50"
"WARNING",6321,"GRH 6321 (tex_6215.png)",378,11,653,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6321.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.86, sat 0.72"
"WARNING",6330,"GRH 6330 (tex_6215.png)",349,12,649,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6330.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.86, sat 0.51"
"WARNING",6327,"GRH 6327 (tex_6215.png)",346,12,646,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6327.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.80, sat 0.51"
"WARNING",6320,"GRH 6320 (tex_6215.png)",365,11,640,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6320.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.89, sat 0.72"
"WARNING",6331,"GRH 6331 (tex_6215.png)",337,12,637,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6331.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.85, sat 0.52"
"WARNING",61266,"GRH 61266 (tex_5087.png)",362,11,637,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61266.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.90, sat 0.70"
"WARNING",6322,"GRH 6322 (tex_6215.png)",358,11,633,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6322.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.90, sat 0.73"
"WARNING",61262,"GRH 61262 (tex_5087.png)",358,11,633,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61262.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.87, sat 0.69"
"WARNING",61270,"GRH 61270 (tex_5087.png)",348,11,623,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61270.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.86, sat 0.69"
"WARNING",61274,"GRH 61274 (tex_5087.png)",345,11,620,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61274.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.90, sat 0.70"
"WARNING",1236,"GRH 1236 (sin textura)",563,2,613,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",1239,"GRH 1239 (sin textura)",553,2,603,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61265,"GRH 61265 (tex_5087.png)",322,11,597,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61265.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.84, sat 0.69"
"WARNING",61261,"GRH 61261 (tex_5087.png)",319,11,594,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61261.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.69"
"WARNING",61269,"GRH 61269 (tex_5087.png)",310,11,585,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61269.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.87, sat 0.69"
"WARNING",1244,"GRH 1244 (sin textura)",533,2,583,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61273,"GRH 61273 (tex_5087.png)",308,11,583,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61273.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.91, sat 0.69"
"WARNING",61267,"GRH 61267 (tex_5087.png)",305,11,580,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61267.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.70"
"WARNING",1248,"GRH 1248 (sin textura)",528,2,578,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",1237,"GRH 1237 (sin textura)",525,2,575,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61263,"GRH 61263 (tex_5087.png)",298,11,573,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61263.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.94, sat 0.69"
"WARNING",1247,"GRH 1247 (sin textura)",519,2,569,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61271,"GRH 61271 (tex_5087.png)",293,11,568,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61271.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.84, sat 0.69"
"WARNING",1251,"GRH 1251 (sin textura)",515,2,565,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61275,"GRH 61275 (tex_5087.png)",288,11,563,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61275.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.70"
"WARNING",61264,"GRH 61264 (tex_5087.png)",286,11,561,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61264.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.94, sat 0.70"
"WARNING",61260,"GRH 61260 (tex_5087.png)",285,11,560,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61260.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.93, sat 0.70"
"WARNING",1238,"GRH 1238 (sin textura)",509,2,559,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61268,"GRH 61268 (tex_5087.png)",275,11,550,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61268.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.89, sat 0.69"
"WARNING",6378,"GRH 6378 (tex_6215.png)",249,12,549,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6378.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.92, sat 0.50"
"WARNING",1245,"GRH 1245 (sin textura)",498,2,548,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61272,"GRH 61272 (tex_5087.png)",273,11,548,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61272.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.88, sat 0.69"
